text,label
sedih banget rasanya aku,hatiku rasanya kretek kretek
pdhal w ga stan secret number,tp kok ikut sedih denger denise keluar	Sad
kecewa,ditambah malu2in bisa ketahan smpe adu penalti dri team championship padahal 3/4 pemain inti yg main	Sad
baik,pake kata tolong
masi inget bget pas nobar ini sekelas,aku lagi sakit mens/sumilangeun
lagi nulis surat (karna dia ulang tahun) buat temen yg temenan udh dari kelas 1 smp. sedih banget huhuut_t ga nyangka temenan dari msh bego sampe sekarang bego juga sih,mksdnya udah lama gitu
dulu tiap ngerasa ga nyaman (sedih,takut
sedih mat,5 season takda cup	Sad
maybe sedih? tapi ya mau gimana lagi. kalau dipikir pikir itu bukan hak kita lagi. mau pc nya di gimanain pun tetep bukan hak kita lagi. cuz kita kan udah jual barang tersebut ke dia,dan dia udah bayar barangnya. so barang tsb udah sepenuhnya jadi milik dia	Sad
sedih si aku,kan malem hpnya dah disita lagi
kadang kadang kita yang selalu buat diri kita kecewa sebab selalu overthinking,nak kata overthinking dah macam drama berepisod yg tak berpenghujungg : cuba tanya tuan badan yang di sana nun dia mesti fikir lain :)	Sad
mjb kak,coba smbil dengerin lagu yg mellow sedih gtu	Sad
sedih sihh,cuma gmna.	Sad
sama kak gw juga dari semalem sampe kebangun pagi² buta tuh karena itu,mikirin komentar² orang² itu
heran seegois itu jadi manusia. datang menjalin karna pas lagi sepi,meninggalkan semua karna bosan dan mulai tak sehati. menjatuhkan karena terasa terlalu baik dihati.	Sad
bener,ini pikiran suka banget mikirin hal yg bikin sedih	Sad
ga punya ayang,sedih jadi fans man utd
mu adalah aku yg sedang tak tau arah,sedih	Sad
hwaa denisee!! sedih sih,tapi yg terbaik buat denise dan semoga sukses untuk kedepannya ya. kamu sangat berbakat denise	Sad
welcome back denise sedih bgt baca pengumuman dr kamu pagi ini,apalagi liat insta story km yg foto sm member but
butuh season 2 pokoknyaa,
udah sedih semalem,skrng denger denise keluar akwihfiaia makin sedih	Sad
guys,crush sender jadi sering reply sw sender..ini sender kudu seneng karna di reply trus
thanks denise udah menghiasi . akan selalu kami ingat sebagai mm,our super main vocal. kerandoman denise
jd rayyan positif guys,sbg tante yg lemah ini gbs bgt denger berita keponakannya sakit hh sedih bgt gbs bantu nemenin anaknya blm bangun jd blm dikasi tau aa gatega	Sad
sorot matanya tidak bersinar seperti yang dulu,ini terlihat sedih ya	Sad
kalo tae sampe nge post ulang foto yg diledekin seokjin,i get it tae kenapa itu sedih banget buat kamu:((	Sad
guye ak lagi sedih bgt,kucing aku satu meninggal	Sad
kalau udah drop gini baru terasa. sepi,hampa
kaak makasih banyak,yaampun denise sedih banget	Sad
ooh iya ituu. kalo baca dari spoiler,kayanya sih iya. sedih banget
mauu banget kakk,dari awal nge stan bangtan belum kebeli album
nyesek dipendem,kangen dipendem
non txt sedih bgt denise ga lanjut di sn :( padahal nungguin bgt dan jujur aja member yg baru kurang sreg gitu di gue tapi ga hate deh tetep dukung,semangat denise dan secret number &lt;3	Sad
sedih,liat kamu bisa lebih bahagia dengan orang lain..	Sad
sedih euy,sedekade yang lalu fans emyu berani nyindir semua rival rivalnya. fans emyu sekarang cuma berani nyindir arsenal doang
3bln setelah nikah ok aja mau dibilang apapun,tp makin kesini bahasa nya benerbener tidak buat enak dan stress sendiri sampe mikir mau kurus dengan cepat tp tidak mungkin
ahaha sedih banget tau gakk,mau sampe kapan gini terus	Sad
kadang,ngerasa sebel sama diri sendiri tuh lebih ke sifat kekanakan sama too easy to explode alias emosi meledak2. yah
. . bagaimana? sudah sadar betapa lucunya kamu yang pernah bodoh untuk seseorang yang bahkan tak pernah menganggapmu? . jika sudah mari tertawa bersama,ngetawain perjuangan yang sia-sia. serta harapan fiktif dengan luka yang nyata. . .	Sad
ngga tau kenapa,saya bodoh bgt dalam hal mengingat bisa bisanya saya melupakan ulang tahun bestie saya padahal dari jauh hari ingat
ini tadi w beres2,w kagak tau kalo ada plastik yg digantungin di kursi meja makan itu isinya rambutan masih kecil2 tinggal dikit w kira kulitnya doang. jadi ya w buang aja. maklum gaada yg beres2 kalo gak pas w libur. dimarah dong sampe marah banget. ya maap w rabun.	Sad
kalau bisa aku ingin mengulang waktu di tahun 2017,benci dengan keadaan sekarang. terjebak diantara situasi yang membuat harus berfikir banyak
bukan benci. lebih tepatnya kecewa. kemarin sih engga,sekarang iya
aku gapaham kondisimu waktu km nyari aku buat bincang/ngobrol kaya biasanya itu kaya apa,"dan bego nya aku malah ceng"" in gabut/kasian. maaf banget.. aku gatau km bakal semarah ini"
aku janji perbaikin diri demi kamu,tapi maaf yaa kalo buat jaga diri aku gabisaa
hehehe..kalau aku kasian ke diri sendiri karena kelemahan dan kekurangan-kekurangan yg aku punya jujur aja aku membenci hal itu,aku benci kelemahan dan kekurangan-kekuranganku banyak hal-hal yg gk bisa kulakukan karena hal itu doakan aku semoga bisa jadi lebih baik	Sad
tapi cuy gue malah ke trigger lagi pikiran yg bikin sebel sama diri sendiri haha. ya emang si belom waktunya. cuma sebenernya gue tau,gue bisa banget kek gitu. cuma tiap mau melangkah
emg saya ateis? saya kan pemuja fol ges. coba jelasin secara rinci ateis yg ga abal2 itu gimana kalo kamu emg pakar ateis,kalo kamu gabisa jawab pasti kamu bakal ngatain saya cewe bego kayak tadi:(	Sad
terlihat meyakinkan namun menyakitkan . suatu saat kau akan mengingatku,entah sebagai orang bodoh yang berhasil kau tipu
capek ihh,pengen marah bingung sama siapa :(	Sad
banget,kalo gua slr dan cuma bisa bales seadanya dan cp gua marah ato bete wajar sih
gw terlalu kepo,seharusnya gw gk tau jadi tau tapi mau gmn lagi pas tau rasanya benci banget sama dia tapi di satu sisi gw kasian harus gmn juga gtw jadi ini hanya rasa kasian sj	Sad
sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye,knp bucin tolol semua	Sad
gmn ya. rasanya hidup gue g bergairah. gue tinggal dgn org yg gue gkd rasa tapi gue menggantungkan ekonomi sama dia meski dia pas2an. dan org yg gue suka d rp bokek,trs bego dan penghianat. ntah rasa gue masih ada apa gk. gue juga g berharap ketemu yg lebih menarik. g mungkin	Sad
sumpah kalo inget kayak kok gua bego dah,cuma muah doang sekian detik. skrg gua menyesli itu karna mantan gua makin cakep anj	Sad
yang namanya terlanjur sayang itu ribet loh. mau cuek gak bisa,mau marah gak bisa. bisanya cuma diem. diem-diem nyesek diem-diem nangis.	Sad
dipaksa untuk mengerti perasaan emosi dirumah,sedangkan tidak sebaliknya this its not fair	Sad
ah gak ngerti ama aturan kerumunan,kena sanksi ada yg cuman denda 500rb
hi,gatau ya pagi-pagi gini ada yg mau baca keluhanku (masih pagi udh ngeluh ya). jujur aja aku capek banget 5 hari terakhir
dan nangis lgi pass prilly marah ke mama papanya,ngeluapin semuanya
ada beberapa hal yg patut kita berikan dan tidak,tapi saya kita kadang terlalu bodoh untuk memberikan apa yg kita punya dengan orang yg bahkan kita tidak tahu apakah dia akan menetap atau pergi
nemenin adekku main genshin di ps,"dia nyeritain soal gamenya panjang lebar pake bahasa inggris tapi aku cuma ""ohh"" ""hahah"" ""iyakah?"" gangerti soalnya anjir berasa bodoh level akhir	Sad"
jangan marah padanya jika dia tidak lagi peduli. tapi marahlah pada diri sendiri sebab ketika dia peduli,kamu tidak pernah menghargai.	Sad
ayam mahal,minyak masak mahal
terlihat meyakinkan namun menyakitkan suatu saat kau akan mengingatku,entah sebagai orang bodoh yang berhasil kau tipu
aku terlalu sayang kamu,juga terlalu bodoh untuk memahami; semua hanya permainanmu.	Sad
terkadang aku bisa marah,bingung
part si kala tantrum emang kerasa bgt emosi nya,dr situ saya sudh mulai mewek	Sad
luka pling berat dan bikin trauma banget,benci banget tp kek ya udh
sedih :(( tapi gapapa setidaknya masih bisa ngabarin fans,jadi ya ga khawatir banget karena ditinggal ilang	Sad
:(( kemarin takut serok,sekalinya 3 hari berturut-turum ijo terus. sedih	Sad
habis itu dia nge chat aku gt lohh habis nge chat yaa gitu jadi deket deket. beberapa kali tuh dia ngasih cokelat sama susu strawberry kalau gak salah. trs aku sama dia disekolah gak pernah nyapa kadang eye contact doang soalnya dua duanya malu gitu kan,agak sedih sih	Sad
dan pada akhirnya lu menjadi bingung sama perasaan lu,sama pola pikir lu
dia baik,dia tanggung jawab
saat tetangga muslim meninggal meski kelakuannya srg jd omongan,bertaburanlah doa di wag
malu sama oc sendiri pengen sih kykny juga lebih santuy drpd fandom police tapi gak kesampean,sedihhh	Sad
mager membaca,malu sendiri	Sad
saya pernah resign,dan memutuskan untuk berbisnis
gue tuh emg suka gimik,suka bercanda
gada yg aneh2 kok kecuali satu emot lope lope dr masa lalu. gausa takut ak diembat cowo lain,ak tetap setia crushin km meski harus terluka melihat u bahagia	Sad
somehow agak ragu kalau dibilang yg dicari 'talent' karena pada dasarnya yg diliat ada dua = visual sama talent tapi wajar sih namanya jg showbiz. indo aja begitu,gimana korea.. cukup menyedihkan	Sad
terus pas lagi isi air gak sengaja tumpah kena kabel reflek aku teriak biar dia cepat ambil kabelnya biar nda makin banyak kena air,tapi kenapa aku yg kena marah padahal aku reflek teriak karna kaget	Sad
gpp mba,kaget aja padahal saya juga belain mba nya :') sedikit kecewa ja	Sad
"bisa ga si kalo bimbingan tu gausa digabung ama bokap"" s2 s3 gue kan jd jiper",malu bgt kalo ngang ngong ngang ngong keliatan begonya :(	Sad
biasanya kl telat masuk sk disemprot sm gurunya,jd malu	Sad
sama banget sampe males ngasi tau kalo aku cewe,kadang drivernya suka kaget loh cewe toh kak
kadang hanya dgn satu senyuman palsu,kita bisa menyembunyikan begitu banyak rasa sakit.	Sad
dia tkde bgi apa apa,tpi janji manis serta harapan palsu dia tu saya masih simpan	Sad
sebelum dewasa udah sendirian kemana mana,gaada yang bisa diajak nemenin soalnya sampe akhirnya sekarang kalau mau minta temenin gaenak takut ganggu akhirnya sendiri lagi
kangen dunia bxg,tp udh nggak semangat layarin kapal huftfft	Sad
"kapal gue beneran karamm :"""" bahagia selalu kalian dengan jalannya masing2",sayonara	Sad
gapapa masih ada besok,ayoo tetap menyerah jangan semangat!! :(	Sad
iya tp ga enak badanku keseringan pp,ni lagi nunggu si teteh buat ngerokin.. maklum remaja jompo	Sad
rajin kerja ngga,kalo punya semangat kerja yg tinggi mah gapapa :(	Sad
ihh pdhal enak yang beras merahh,malah diganti
pagiku gak semangat,karena belum disun ayang	Sad
sueer deh kgn tu gk enak .. enak tu di kangenin,di perhatiin
aqil lagi kurang enak badan,dari kmrn siang dia pilek. kasian malam susah tidur karena mampet	Sad
kamu jahat tapi nikmat,aku bingungggg :(	Sad
enak bgt pjj,aku ptm:((	Sad
trs gue makan sampe dibawain minum,dibilangin pake ini yang biar enak
pagi buta sarapan nasi+chiki boncabe,hmm perut mulai agak ga enak..	Sad
harusnya tadi beli itu lupa nama banyakin,soalnha enak:(	Sad
aku memang kurang segalanya,tapi setidaknya kasih sayang ini cukup untuk membuatmu bahagia walaupun tak sepenuhnya dan meski kau selalu merasa diriku tidak pernah cukup	Sad
posisi sendiri itu emang enak,tapi kalo lagi ngerasa sendirian gak enak banget :v kalian gt juga gak si?	Sad
tau nih,padahal mah enak aku dm. yg lain udah di block duluan tuh :(	Sad
pagi pagi udh dpt kabar aja dri temen,antara sedihh dan bahagia tp banyk sedihnya sihh	Sad
ge mriyang tapi kudu tetep kerja demi bisa bahagia dapat duit,miris sedih	Sad
dulu di sekolah emang banyak banget yang ga suka sama aku sih,ditambah aku juga ga cantik.	Sad
padahal aku suka banget supergirl tapi dihilangin dr channelnya,adohhh sad bet	Sad
pusing banget,tapi suka
ketemu cowo itu di pekanbaru. masi ingat banget semua hal sama dialah walaupun ga pernah jadian. ya sesayang itu dulu. sekarang sih dpt yg better. tapi dgn kejadian itu aku bs blg ke anak perempuanku one day,jgn mau di blg suka trus km ambil hati kalo ga diofficialin :/	Sad
revisi proposal dikira 30k/revisi,tapi perintahnya nambahin penjelasan 2 variabel lain + hasil penelitian dari tiap variabel :)
jujur,suka heran kenapa giliran gue yang punya masalah
w kalo mimpi ngomongnya pake b ing atau lainnya selain indo pas bangun suka capek banget,kepala pusing. apa banget dah	Sad
aku baru jadi myday akhir 2020 kalo nggak awal 2021,sedih banget belum pernah liat mereka satu frame dan agak nyesel sih baru jadi myday waktu itu
sampe sekarang masih bertanya tanya kenapa orang suka banget buat sampah di halaman rumahku yaa,sedih harus bersihin terus	Sad
sama cowo kembar,tapi keknya yg satu suka sm gua
aku cuma bisa mengagumimu,suka padamu dalam diam dan bener2 cinta pada mu. karena untuk memilikimu adalah yg mustahil .	Sad
pacarku suka ilang ilangan tanpa kabar dan kadang ngilangnya bisa seharian gitu,nah sekarang dia juga ngilang lagi udah 2 hari. kalo aku minta putus gitu aku berlebihan kah? jujur aku udah cape banget tapi aku masih sayang	Sad
udah ngebias dr jaman sma,mulai suka sama band
gua baru sadar muka gua pas nikahan ga ada yg beres,kek terpaksa bgt senyum sampe photographernya blg biasanya penganten mah suka bgt di foto tapi kalo ini mah susah banget di foto	Sad
alay,but pkn. se-gak suka itu aku sama pkn
aku dulu suka banget sama wenda wkwk tp pas dia hempas untung ada jeketri,sedih	Sad
dulu tiap ada yang kasih berkas talak suka heran kenapa harus pisah padahal masih muda bahkan ada yg sudah beranak,tapi keadaan mental istri atau suami ya mereka sendiri yg tau dan pasti itu sudah yg terbaik buat kedua pihak	Sad
sedih banget dahh,kucing gua ada tuh 2 yg selalu dilepas dari kecil
mau cerita,ayah sender tuh bukan tipe orang yang suka marah atau suka ngomong kasar ke sender. cuma tadi karena sender gamau ikut pergi keluar
kenapa single? karna tiap suka sama orang,aku doang yang suka
kalau abis mandi trus ngaca kadang suka mikirr,gila sih muka gw mirip alien banget :(	Sad
iyaa,apalagi kalau udah yang sakit banget yang susah makan gitu suka minta suapin mama terus kalau tidur harus ditemenin papa juga t__t	Sad
ngilunya nyebar keseluruh badan,bikin lu jadi sesek napas juga
i know this will end with ab,and i feel the story trying to pin c as antagonist but really anjir
dia dulu suka gue ghosting karena sibuk fds sama belajar soalnya kelas 9,gue pelor banget alias jam 10 udah tidur.. jam tidur gue dulu ga seberantakkan itu jadi cepet tidurnya tapi ni anak sabaar anjir. apa kena karma ya gue gagal move on banget sama yang sesabar dia :(	Sad
aku loh sering banget begini,sampe temen-temenku suka sampe sumpah serapahin aku asli lupa banget
ngga suka jeruk tapi nggapapa deh,menyiksa banget sariawan	Sad
gua ga enak banget keinget rant lama. kalo gua emang bukan manusia yang baik tapi serah lah. kek gua dah ngerasa kalian nyaman,kalian bisa dengerin apapun bahkan gua ngoceh tapi ternyata kalian malah ga suka ma gua ya terserah juga sih. gua masih bisa bahagia walau sendirian	Sad
pernah suka,pernah sayang
bener banget,temen gue ada yg bilangin ke dia kalo gue suka sama dia eh dia bilang kita kan beda agama
suka nangis sendiri kalo ketemu orang orang baik banget ke gua padahal ga saling kenal awalnya,yaa allah jadi ngerasa bersalah pernah mikir hal hal negatif
aku pikir aku salah makan atau apa,karena aku sendiri kadang suka bandel klo urusan makan jdi aku pikir maag biasa tapi pas diperiksa itu katanya lambungku infeksi
aku belum jadi sekolah ilmu komunikasi politik aja udah banyak bgt yg ga suka ih,hinaa banget aku kayanya	Sad
mungkin salahku bang terlalu memanjakannya. kan nggak salah? iya sih. tapi kelamaan kok cam manfaatin. lha kok diam? namanya sayang kok ngeluh? sikap berpura & suka bersumpah untuk membela dirinya awak tak suka,takut karma. apa dia sadar ya bang? ntahla
dulu suka banget bahkan aku sering diem di rumahnya krn ngerasa adem aja gitu,bisa diajak cerita juga
kalo yg sa in gua adalah org yg gua lumayan suka juga ya bisa jadi jadian kalo nyaman.. kalo yg sa in gua cuma gua anggep temen,ya kadang masih bisa jadi temen
gila ya,suka banget ke trigger banget anjir sama yg abusive sama hewan huhu
rindu sekali dengan ipe,rindu tempat saya menangis
dulu suka bgt,ke pasar apalagi
sempet ketika lo lulus,dan gue masih di kelas 3. iyaa gue coba bgt buat terpaksa suka sm orang
emang suka ngedit foto ajasih,"pas dirasa ""oke udah bagus nih"" lalu buka pinterest dyarr menciut langsung"
:(( kdg suka sepi,tp beda lg sepi yg ngerasa kehilangan gitu loh.. berasa asing banget	Sad
satu satu aku suka kamu,dua dua aku sayang kamu
bener sering bgt mikir kaya gini,"terus kalo liat muka emak pas tidur langsung banjir banget. kaya ""pasti cape ya mah "". suka tiba2 nangis aja liat mamah diem2 gitu. sampe aku bilang "" selagi senyum mamah masih ada"
ngerasa gak sih orang yang deket banget sama kita sekarang satu per satu jauh banget sama kita sekarang,jadi ngerasa asing gitu. kadang diem-diem suka pengen lari aja kalau ketemu orang itu
lebih nyaman sendiri sebenernya karena ngga nyusahin orang lain. cuma kadang suka mikir masa ma sendiri terus,emang aku ngga se worth it itu tes tes nangis	Sad
suka tapi dipendam. ya,gue banget :')	Sad
kurang suka kadang wkwk kalau udah cerita berarti udah bingung banget. mending di omongin langsung ke pacar,di cari solusinya sama sama. kadang kalau berantem tuh kalau kita sebagai pacar pasti bisa maafin dan ngebucin lagi tp kalau cerita ke temen
sayang,tapi ya ga bakal bisa bersatu. sebatas suka aja. sebatas teman dekat. itu udah lebih dari cukup. insya allah	Sad
kadang kalau lagi deep talk sama ayah suka mau nangis aja,apalagi kalau soal pendidikan. ayah gua pingin banget kalau gua kuliah
kadang cewek suka masang topeng sok tegar,sok fine
baru sadar trnyata senyesek ini suka sama org yg udh punya pacar,gw nyalahin diri sendiri krn dulu terlalu takut pdhl dia dah kasih kode
kasihan banget ya kamu ketemu cowok kayak aku gini.udah ga ganteng,suka curiga
begitu bnyak kekhawatiran ketika anak lhir tdk ckup bulan dan sdah mengalami beberapa riwayat medis alhamdulillah sampai saat ini semua berjalan normal,"tapi kadang sbgai org tua bsa melemah ketika ada org yg melemahkan dengan bertanya ""kira2 bisa gak nanti ya"" dlm hal apapun -_-	Sad"
komenannya ga jauh dari kata 'normal',sakit hati gua bacanya.	Sad
iya gue milih jalan yg gatau salah gatau bener,gimana caranya rumah tangga gue baik baik aja.. cuma itu. memang setelah mba e ini lama hubungan gue baik
ini papa nya aja belum ada kabar gasih,aku laper belum disuruh makan sama ayang	Sad
ga adaa!! barusan bgt jatohin pot bunga bokap,gue dimarahin dia cmn duduk santai di deket pot bunga ntu	Sad
pagi2 denger kabar kawan main yg kieu pisan pindah rumah ke luar kota ikut suaminya udah kawan sedikit,segala beda domisili );	Sad
gmnasi rasanya temen kelasnya di acak? tbh,biasa aja sebenernya soalnya pas smp jga gini
jika basah karena hujan saja engkau resah,lalu bagaimana mungkin kau bilang akan membasuh hati yang lesu?..	Sad
rek aku cewek umur 24thn aku diumur segini masih aja dipukulin sama bapakku sendiri. hanya krn masalah sepele,misal salah pake panci buat masak mie. aku dr kecil dah biasa dipukul. dan ibuku malah mengancam2 aku kalo sampe lapor ke siapa aja. aku harus gmn? aku udah menyerah dengan hidup	Sad
aku sangat bodoh,saat aku tahu aku jatuh cinta denganmu dan terluka
iya,tentu saja ada airmata
aku-yang selalu mudah kepikiran,berpikir kalau keluarga lama-lama muak membantu keluargaku terus
5 februari kenapa sih,pagi-pagi udah ada kabar sedih aja	Sad
meski engkau yg pergi,meski engkau yg meninggalkan. meski engkau hilang
apakabar ku?. apakah baik-baik saja,
