text,label
gk usah mewek udah biasa gue liat kpop keluar masuk.gk usah lebay gk jadi lockey lagi.karna bias lu out.dalam dunia kpop keluar masuk itu hal biasa.kalau agensi dan denise tidak sejalan beda kemauan mau apa lu.mau maksa denise stay.mau maksa vine cegah denise ttap stay gk bisa,marah
nama satu orang tercemar saja melapor ke polisi minta diusut tuntas..lingkungan hidup dgn biota jutaan makhluk hidup saja,marah
anjing.. korupsi 2,marah
tapi keselnya sih ya itu,unknown
di komplek aku jg gini. kakek jual lap pel memelas cerita sedih,unknown
aku jengkelnya ke semuanya sih,marah
sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye,marah
pagi pagi udah emosi baca au kesel,marah
kalo ketemu orang dan dia keliatan murung,marah
gue pagi ini kecewa bgt sama gojek,marah
aq dh 5 kali approach..smua ke reject..sedih siot..siap depress..tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob..klau diterima ok..lau x sedih,unknown
baru mau sedih kenapa close,marah
"tolong buat siapapun yg memang udah ""gabisa lagi jadi lockey"" karena masalah denis gpp gue mengerti",sedih
anjing nih eps 3 sedih banget bangsat gue nangis ampe idung mampet,marah
anj j1min aing udah mau sedih,unknown
suka heran sama orang yang udah ngasu tp ga ada effort sama sekali buat mastiin gue sakit ati gak,sedih
"mulutnya itu lho yaampun. aku diusir gara"" main ke homeparty mereka yang kebetulan cuma 4 orang doang",unknown
kebiasaan banget selalu bawa member lain,marah
bangke ptmt,marah
hbis nntn layangan putus bareng murid2nya ya bund,sedih
terlalu cantik emak jd buzzer,unknown
ihh sama punya ku juga udh 2 hari masa tertunda terus kesel. tolong dong min ditindaklanjuti,marah
dan yg emng belom tau banyak lah tentang dunia ini gitu. tapi gw ngerasa sedih dan marah aja,unknown
aa kesel bgt anying. dia sudah di bandaraa,sedih
ini segala keresahan gua udah mau ilang nihh,unknown
gue pernah datang lebih awal,marah
telat lu ngasih tau faktanya min,marah
sumpah ini receh bgt dan not bts related. cm jujur w magang padet bgt dikasih project mayan banyak. trs kemaren ada senior gd presentasi gt dan keeren2 bgt nangis parah. trs aku pengen chat blio pengen tanya2. minta nomornya ke hrd,unknown
namnjim lag like like nya ngeri bgt,cemas
plis nilai akm keluarnya lama banget,cemas
mau ikut esd aja telat,cemas
nah kan,unknown
anak cewe sendirii,cemas
ntu ada kecoak,cemas
halo kak paket saya masih belum ada update dari tanggal 29 januari sampai sekarang dan belum sampai juga,unknown
hari ini gk dl,cemas
klarifikasi di ig nya mz katanya ke resto sblm tau kl positif,unknown
namun,unknown
iya,cemas
menyendiri dulu dehh,unknown
kucing kota,cemas
berkali kali ada debt colector ke rumah,unknown
andin aja bawa kesini,cemas
dua hari yang lalu gue dibeliin kopi,cemas
aah i baru baca data. dah terbiasa tengok kes tinggi je,cemas
dikepung,unknown
bener kaya,cemas
mau balik kampus nemuin kajur badan malah lemes gaenak badan jadi takut mau ke kampus lagi,cemas
jpn,cemas
dan si mbak nya auto malu pake minta maaf,cemas
ga bolehh,cemas
mo bilang kicep,cemas
katanya sekolahku gak bakal online,unknown
ga ada waktu,cemas
gue ga tweet begituan di sini,unknown
banyak yang bertanya,cemas
punya pasangan kene diajak gaduh dulu baru rajin sangat,cemas
deg deg an,unknown
nggih mas,unknown
hujan tak kunjung reda,unknown
makji aku pengen mam mie ayam,cemas
malu tp gw gak diapain2 mer wkwk udah dibalikin gitu aja,unknown
siapa yg salah disni bang,cemas
berharap ada yang cancel nendo bokuto dan akaashi yg di kyou biar bs co lgsg di web kyou aja mau ambil opslot tp takut krn harga nya ga murah dan rilisnya msh lama,cemas
pas sange,cemas
kek apa ya,cemas
mau ikut komen,cemas
lawan bocil aja takut,cemas
mon maap tapi sy ngerekam nya ga niat malu bah,cemas
sebelum situng diralat. sedih,cemas
hufftt bismillah,unknown
ngezoom banget gambarnya,cemas
kyu,unknown
tbl tbl takut banget loh yang sering tiktokan pasti pernah dengar frasa yang diciptakan ini. sejak viral,cemas
takut banget dimana mana iklan cincin lamaran,unknown
gue dulu takut trus kata temen gue tinggal plek ntar dia cuman nempel ke pupil kok. kecuali tangan lo gatel pengen kucek2 mata ya jangaan. nyopotinnya ga perih samsek,cemas
bener lily. malu banget dah.. minim literasi. kirain tuh paling muda,unknown
jeje galak banget,cemas
cayy jangan lupaa makan siang yaa,cemas
kemarin ngeluh,unknown
tau kan rasanya,cemas
alhamdulillah aku di jauhkan dari cowok itu,cemas
selalu merasa gaenakan padahal sebenarnya udh gakuat.. merasa takut kalau orang lain tu engga puas dengan hasil kerja kita,unknown
pengen cuddle,cemas
takut,cemas
jumlahnya yg takut banyak bener,cemas
bajunya yang ini,cemas
aku infp dan di aku relate. kalau ada hal yg ga terorganisir tuh emang panik sendiri,cemas
ngeri x pon,cemas
umm,cemas
contact kita bisa dinamain siapa aja,cemas
gue lagi nangisin cowo fiksi,marah
anjir anjir anjir sumpah ma,unknown
anjay ini 2p kegedean ternyata gampang lepas pula,cemas
malu bgt sendirian,unknown
( kaget saat punggungnya dipukul. dia sendiri juga baru sadar langsung sebut nama. ) ..kayaknya berani deh,unknown
sumpah ya gue sampe takut tiap papasan sama ayam,cemas
di ig cuma sesekali doang bikin story,unknown
kalo saya ceritain semua ini ke kamu,cemas
michi naksir doi temennya,cemas
eh ada lagi deng hehe,cemas
jgn apa2 kebanyakan diumbar2 melulu,cemas
iya swndirian banget,cemas
pengem nonton kukira kau rumahh tp takut kena mental,unknown
hanya karena pernah terluka,cemas
anehnya lagi ada anggota,cemas
sebagai penderita agoraphobia,unknown
shade cushion make over lebih cocok yang mana ya? kalo warm ivory keterangan ga? aku baru pertama kali mau beli bingung milih shade,cemas
takut,cemas
takut gue,cemas
heh salah upload,cemas
kiri,cemas
tar paket gue yang rembes hujan kemarin dateng,cemas
cuman aku malu aja buat ngepublish ke orang lain,cemas
lagi pusing,cemas
kan,unknown
bisa dicipratin air kak,unknown
buat pelajaran besok2,cemas
prnh ga sih lo lagi iseng nyanyi nih di dpn pasangan tp ga asal nyanyi gtu,unknown
anginnya kenceng bgt,cemas
kalo udah 9 bulan ginituh rasanya deg degan,cemas
tiba2 mimisan,unknown
bila takde kerja sangat ni yg aku takut ni,cemas
temen gue ada yang positif takut bgt soalnya kamis sama sabtu kemaren abis ketemu,cemas
oknum yang ga ngerasain malu td pas presentasi,cemas
jangan lupa ngingetin ayang buat napas,cemas
di urut dulu ke tukang urut,cemas
ada kelass lagi nanti jam 1.30,unknown
liat kok cuman takut pada ikut close juga,cemas
astagfirullah kaget gw,cemas
aku kalo lg di samping bapak2 selalu tremor,cemas
tadi disekolah ada swab buat 2 kelas+beberapa guru,cemas
alhamdulillah-nya udah divaksin sih. itu juga setelah drama. ibu mertua gwa tinggal sendirian. beberapa bulan lalu bapak mertua baru wafat. jadi yaa,unknown
gw ragu mw bls make kata2 apa pake foto juga,cemas
belom pernah nyampe manggarai lagi kalo naik kereta,cemas
chaki,cemas
sekarang kalau upf fee di awal aja kali ya,cemas
dikasih tau adik,unknown
kalo gak gandengan tangan meriang tiap hangout di public place aja lengket ngt,unknown
lo takut ga sih anjir selasa depan anjir,cemas
mau ngejar,cemas
udahh,cemas
beh,cemas
sch! gais tgl 8-15 masih bisa unggah foto kann,unknown
gua naik angkot isinya cowo semua anjirr,cemas
i decided to buy pc from kseller je nanti,cemas
kalo nyolong,cemas
banyak juga boleh kak,unknown
jujur sih kadang aku itu malu dan takut ngakuin kalau dia pacarku,cemas
iya ya kalo dipikir gitu.. tadi udah aku takedown tadi bilangnya badge ijo itu squad leader,cemas
indahnya terbang terlalu tinggi,cemas
coraline dulu pas kecil takut banget jir,cemas
takut banget kena polusi,cemas
minta tolong unit barunya lgsg dipasangin semuanya sm dicek flashnya bisa atau engga udh worry aja dari awal beli takut ada apa2 makanya smpe gosend instant taunya bener aja kena apes,cemas
gak papa sebenernya,cemas
makin dekat 10 februari,unknown
serem krn ttg sikopet gt nder,cemas
rada kaget ngeliat hasil semester kemarin,cemas
malu malu,cemas
mau meluk takut dosa,cemas
takut tapi enak takut tapi dilanjutin,cemas
sumpah wak malu bgt. niat utk praktek efek deterjen ke ikan,unknown
india lumayan ngeri,unknown
tapi lanjut dimakan gak? takut banget kalo lanjut makan,cemas
kak sumpah klo upgrade dri hdd ke ssd tu gabakal ngehank gini gak si? tabunganku cuma cukup buat upgrade itu,cemas
panik nya tuh di pikiran sih,unknown
tadi baru gibah si crush gw kan nah tu tiba'orangnya muncul gw sengol lah kaki temen gw biar diem,cemas
ga paham juga,cemas
gue takut di dpt guru,cemas
yang kupikirkan saat ini : ini org org yg punya kontak wa banyak ga pusing apa ya nyortir siapa aja yg bisa liat sw. gw cuma sekian aja,cemas
sebenernya lagi gelisah dikit soalnya tadi sekolahku banyak yang positif.. tapi overall baik-baik aja kook,cemas
[] takut ga bisa memerankan bapak min yoongi dengan baique,cemas
mau siapapun lawan ina w tetep takut,cemas
ya iya lah,cemas
kalo ampe kejadian,cemas
gue kalo pms sakit bel tp gamau minum obat takut ketergantungan:(,cemas
ketularan kaget,cemas
aku malu,cemas
gembel style lgi,unknown
emang sih,cemas
tafsir ya... antara kaget dan ngga kaget tapi tetep aja,cemas
hahaha.. emang lagi ngeri sih,unknown
hi kak,unknown
di kost bosen bgt,cemas
yakan demen muji tapi dipuji balik malah malu,unknown
"kamu minum kopi 2 gelas, itu ngga sehat tau. kasian perut kamu mata gue mlotot kaget dong",unknown
merajuk la jugak mak aku tu,unknown
panik bnggett,cemas
kaget,cemas
""" aku juga mau aware ttg isu kesehatan mental",unknown
beuuhh,marah
panik tetiba mata bengkak sebelah,cemas
kata gw mimpi paling buruk tuh mimpi jadi pembunuh sumpah. gw sepanjang mimpi kaya stress sndiri ini gw kudu nyembunyiin mayatnya dmn trus gw kudu buat script apaa. sedih,cemas
kaget lg ke toilet udh banjir,cemas
bismillah deh,cemas
bangun jam 12.25 sesuai alarm,unknown
iya,cemas
klo dh offer tuh dh takut,cemas
waktunya kurang tepat kalo mau ke indo apalagi disini masih meningkat tuh cvd,cemas
kaget loh,cemas
aku gak kepikiran sampe kesitu ka,cemas
ngeri lo,cemas
hujannya awet ihh,cemas
teman-teman aku mau kasih info,cemas
aku bukannya over atau lebay,unknown
gue udh kaget jongu knp,cemas
nanti dll,cemas
soale takut ada yg macem macem,cemas
warga sudah jadi korban,unknown
kaget plus deg-degan pas ada pelanggan cewek yang negur saya pas lagi nongkrong di cafe. kayaknya si anak kedokteran ya,unknown
braw! ngeri bgt tiap hari ambulance lewat terus,cemas
gue fikir baba ga ikut. malu bgt asw gadeng,cemas
eh sumpah gw panik,cemas
bused sampai dua kali kirim. kata saya mah,unknown
mau kaya gini pas ultah mendatang,cemas
cape gasi anjrit tiap hari di teror proposal mulu,cemas
orang2 sudah pinter .. takut dosa,unknown
denger kata,unknown
ml! cara ulti flicker ruby tu gimana ya? aku ulti malah flicker ke depan karna bingung pencet mana dulu hasilnya ketarik ngga,cemas
pak tolong lah ringan kn beban sya jdi orang tua yg takut anak nya di vaksin,cemas
ini kenapa jadi rame,cemas
bertahun-tahun bertahan. hubungan lu sama pacar lu aman,unknown
nonton ulang video got step back dance practice di mv-nya,unknown
iya kk,cemas
jangan lupa ngingetin ayang buat makan dan minum,cemas
ade org kata simpan sikit,unknown
wah iya,cemas
ih temen kosku abis ikut ke venue gt kan acara prodinyaa,cemas
ya begitu lah hidup di cluster coronces,cemas
idih nuning kabur dari space ka ciba .,unknown
udah resign dri tempat kerja tapi kok masih degdegan ya,cemas
hahahaa takut,cemas
kena razia rok plisket padahal yg ngerazia pake rok plisket jg (kating) takut kalah saing padahal gada niat nyaingin,cemas
orang indonesia ga ada takutnya kali cuman gw rasa mereka takut dengan agama baru yg dipaksakan percaya yaitu c19 rokok aja ada label orang sakit tulisan membunuh tetep aja dikonsumsi terus kecelakaan terbanyak adalah motor,cemas
tegang banget kak,cemas
kalian yg udah b00ster,unknown
pp! boleh minta kritik dan saran? worth gak ya kalau jadi ready stock? takut malah flop gitu,cemas
iya sih,cemas
plis jgn liat rep gue dulu malu,cemas
wordle 234 3/6 kaget sendiri,cemas
ya tuhan,cemas
lho kaget,cemas
serius,cemas
klo aku jidat yg sering tak tempelin dikaca ketika kondisi nungguin.. walhasil kacanya berembun,unknown
tiap wtm dan nunggu lta,marah
a trivia,cemas
gak katla,unknown
kompakan niyee,unknown
faktanya gua bahagia kenal dia,unknown
me tp kazuha ganti yae,cemas
haduh,cemas
aku emg tidurnya slalu malem,unknown
diberau ada konflik lagi antara dayak sama bugis,unknown
tambah ngeri aja ni,unknown
ini belum mulai dm,cemas
pengen ngerjain yoel,cemas
kaga kak,cemas
hari ni pake baju pink ama celana item,cemas
dimana tempat yang aman untuk perempuan? jadi makin takut korban kekerasan pada perempuan makin bnyk,cemas
ketika lu punya pacar tapi tbtb ada seseorang yg lu suka. lu jadiin crush,cemas
rep aja bro,cemas
pen nyoba tapi takut aneh rasanya,cemas
menurutku sih iya kayak,marah
di sini masih enak banget sih bosnya keluargnya,cemas
rada ngeri yaa,marah
gabisa banget nyetel takut,cemas
ahaha betuls,cemas
dibonceng,cemas
ini dari kemarin kepala pusing,unknown
eh bukan deng wkwkw kaget bgt,cemas
aslinya aku orang yang jarang bgt nelfon orang tua kalo lagi jauh,unknown
walaupun danpuspom anak buahnya emangnya lu kebal hukum,cemas
wkwkw infp bener bgtt. udah gelisah gelisah panik tapi tetep kek,cemas
eh tergantung kali ya nder,unknown
iya sih kalo pake jubah tp nonton sendirian agak malu,cemas
pernah dijelasin,unknown
malu banget anjirr,unknown
jends,cemas
gada hantu2nya,unknown
. masya allah. awalnya gue suka dengerin lagu lagu klasik gitu pas menjelang mau tidur,cemas
ke papua takut melanggar ham kata nya dung dung,cemas
ngga sih,cemas
iya bener,cemas
ngeri,cemas
bused,cemas
kemarin ada yg menyandingkan bung karno dengan munarman,cemas
iya ya dulu ifnt banyak muncul di variety shows,marah
wkwkkw malu bat anjg,cemas
oh,marah
takut bgt karna kepala pusing,cemas
jujur gue juga panik,cemas
kaget kirain akun temen ku,cemas
jangan pernah benci sama orang,cemas
iya ni mau aku jemur dirumah,marah
memang,cemas
kita semua punya rasa marah sama wowo prof,cemas
sabar ya mbak,marah
tapi keinget pas lsp ngejurnal manual sampe arus kas gue lancar,unknown
ngga si kak,cemas
koyok e dendam deh nih kocheng,cemas
njir gue sakit tenggorokan,unknown
aku ga pake yang niacinn tp yang botol ungu gila bgt,unknown
berlaku buat seller juga sih. kalo sudah ada yang take,cemas
km luarnya klo ada mbak?as kebersihannya enak jd ada yg bersihin tiap minggunya. yaa krn bareng2 jd kurang privasi aja km dalemnya privasi terjaga,unknown
cerah aja apa buat hari ini,unknown
kalo sosis rebus enak,cemas
mjb,cemas
ada yang bisa hack ig ga? tolongin banget,cemas
kenapa ya perasaan ku gak enak,cemas
duren kalo langsung ngga enak,unknown
sebenarnya bagus,marah
takut banget,unknown
aku di sini cengeng,unknown
aku gak pernah minta nebeng kecuali emang ditawarin,cemas
yang biasanya pendiem banget,unknown
masih kepikiran ji ung kenapa rela suka sama yeon su lama banget yak padahal dah dari jaman kapan tau emang yeon su cuma buat choi ung sepaket,cemas
nah iyaa,cemas
bukan nggak suka sama seriesnya,unknown
"""karena ditempat kaos kaki suka banget amburadul ga di gulung habis dicuci",cemas
dulu aku gini,unknown
ga berani ngucapin happy birthday ke cowo yg gue suka anj. kalo gue pikir pikir sekarang,cemas
zoo anabul kecil tetangga aku gamau diem,unknown
aquarius gak pinter bohong,cemas
kalau yang nggak terlalu pait,cemas
degdegan banget hari ini ya ampun.. semoga lancar,unknown
minderan anjir klo suka sm org. abis gmn ya gua selalu aja suka sm santri,unknown
sering,cemas
langsung aku unfoll loh,cemas
aaakk sama banget kaya temen sma aku,unknown
haha,unknown
haii,unknown
iya,unknown
ada ga sih cewe yang tulus ke aku,cemas
udah mau tanggal 14 februari. tolong jangan aneh-aneh yah pas valentine day,cemas
gataunyaa,unknown
mau tanya,cemas
kenapa ya gue suka kaget ada luka cakar? kucing sendiri. cuma kadang gue gak inget terus pas lagi elus kaki ada luka melintang,unknown
suka,cemas
aku gini,cemas
aku mah masa tiap harii sama kadang nih paginya ga ngapa2in tetep aja ke logout,cemas
ga boleh boncengan cowo cewe kalo bukan sodaraan,unknown
jangan pernah lo sia2in,unknown
ga. gue tuh pengen tidur cepet,unknown
terus tadi gue sempet stalk ig nya gitu terus lo tau?? gue ga sengaja click like anjir demi allah gue langsung ah mau menghilang dari bumi!! terus kalau di sekolah kan suka papasan gitu gue suka pengen nyapa tapi takut,cemas
ngga tau kenapa dr kecil aku takut banget sm laut. lebih suka bukit,unknown
kenapa ya orang suka banget ujar kebencian,sedih
iya njir,unknown
skrg gwe gk berani lg nntn sndiri di bioskop,unknown
ga biasa bgt. weekend padahal. suami bangun pagi,unknown
kirain saya saja yg g sk seblak,cemas
dua hari ini,unknown
tdr gua knp gabisa tenang si,unknown
* sepasang muda-mudi lagi nonton bioskop. ceweknya berbisik,sedih
hlt! guys,unknown
orang di rumah sakit sudah biasa ketemu dokter,cemas
iya iyaang.. mau reply biasa gw kong tapi gw tag bapak ade,cemas
lah lah kaget dong aku,cemas
aneh bgt perasaanya ga enak gini. kek degdegkan,sedih
break dulu,cemas
kepikiran bikin ginian dari kapan tahun karena merasakan susahnya cari peralatan bayi tp dipakai cuman sebentar. tp liat kondisi daerah sini gak memungkinkan,unknown
ini yang gue takut,unknown
gak enak,sedih
sedikit sedih kmren ngga jadi tindakan injeksi tp emng bener kata dokternya,unknown
gara2 osd ceramah masalah ks,unknown
naik mobil yang disopirin bapakku,unknown
menjijikan sekali:( kesel,marah
ff,unknown
mana pulangnya kan malem ya,cemas
inget guys teras cihampelas bandung tempat relokasi penjual sepanjang jalan cihampelas aja ga efektif. mungkin beberapa bulan pertama bakal banyak pengunjung tapi setelah ketemu banyak minusnya bakal sepi dan kumuh,cemas
takutnya kecewa,cemas
mau nonton kukira kau rumah awokaowkwk,cemas
gila,cemas
nikmati,senang
akhirnya syuting lagii,senang
kalau yg cuma kembang tahu doang,unknown
ingett wkwk. iyaa dog lalu kita bertiga,unknown
happy birthday jiann adek gantengkuu gemes ucul kuat perkasa semoga rl charamu dan kamunya sukses terus,unknown
hai kak hwii!! don't skip ur breakfast yaa,unknown
sering-sering bikin au taeyong yaakk,senang
ojo lali,senang
semangat buat hari ini,senang
terlalu dini menjadi tulang punggung keluarga,senang
peluk kakak semangat terus ya pokoknya,unknown
wkskwkw aku juga pernahh jadinya sampe gabisa buat buka galeri ya allah cape banget ya hp penuh tuh,senang
benar guys,unknown
selamat pagi.,senang
nggak tau ya aku up lagi kapan,senang
ga enak,unknown
hola kak wawa!! don't skip ur breakfast yaa,unknown
terima kasih sudah berjuang sejauh ini. bertahan sekuat kuatnya. jangan pernah mengeluh. terus berjuang,unknown
semangaatt kak! buat ga dengerin kata orang susah banget emang,unknown
okay,senang
ya allah berkati,senang
mjb,unknown
semangat pagi,senang
semangat,senang
semoga lulus ke universitas impian ya,senang
kemarin karna gabut produktif di dapur dan jadilah inii,senang
kenapa loyo tuh? semangat juga ya,senang
duuh ga lama lg insya allah ngalami masa2 ini,unknown
enak banget ternyata kalo tiap hari bisa tidur di jam 8 atau 9 malem,senang
wow sangat berbeda hahah,senang
kalo abis pup pas pagi pagi tuh enak banget ga sih,senang
serius,unknown
semangat jalani hidup dengan bahagia yang seperlunya,sedih
have a nice day,senang
sudah sampai disini,senang
bismillah,unknown
orangtua kita selalu bahagia melihat kita,senang
sebab tetap,senang
selamat hari sabtu juga ibukk,senang
selamat pagii princess!,unknown
semangat eventnya,senang
siipp kak,senang
sabtu sek semangat makaryo pren,senang
pagii~ btw cuaca enak gini mendingan tidur yok,senang
morning win win metawin semoga makin banyak solo projek,unknown
cuma mau infoin,senang
optimis bisa,unknown
semoga bisa tercapai ya kak,senang
aamiin,senang
happy birthday moa dan taehyun!! semoga panjang umur,unknown
suka banget sama lagu bangtan yg film out itu enak banget di telinga gue ada yg sama ga? jangan lupa streaming di semua platform musik ya termasuk yt,unknown
selamat pagi mbak,senang
pagii semangat ya kamu hari ini,senang
wkwkww kadang mo ngelarang nyanyi dia nya dah kepede en dlasal bunyi aja,senang
kalo baring bawaannya lelah,unknown
hiih km harus ikhlas,senang
udah semangat lagi kan,senang
wihh semangat pkl nya onad! dah sarapan lums? kalo lums sarapan dulu yaa,senang
wkwkwkkwkwk semangat nguli,senang
disini rian,senang
"congratulations for ur debut ""child"" makna nya dalem banget huhu. kek relate dalam kehidupanku juga kehidupan oranglain mungkin",unknown
nah kalo gini terus terang sama2 enak ya mas,senang
semangat buat hari ini ya!! u deserve to be happy. anw,senang
bismillah semangat hari ini,senang
semangat,senang
"gue dicegat sama diaa firasat gue udh nggak enak nih sumpah. dia bilang ""za",unknown
halo haloo,unknown
program makmur dukung pertanian indonesia.,unknown
pelan pelan sama yvyv h*jnya dibalikn ke ranjang. ga kasar ga kenceng,marah
wajar,unknown
wkwkwk biarkan saja,senang
enak ya,senang
pengen tinggal di perpus,senang
allahumma sholli ala sayyidina muhammad semoga hari ini penuh keberkahan untuk kita semua,senang
nabilahjkt48 suatu saat kita kn berdua,senang
pagi pagi di keadaan gue yg ga enak badan ada kabar baik banget,senang
happy weekend mba noni,senang
selamat pagi om,senang
iyaa wlaaupun gajadi sma yg di video (pen nyebut nama tp takut) wkwk,unknown
aamiin,senang
hey,senang
sale pisang 8k,marah
good morning gita,senang
adek w ldks sm pengukuhan osis lewat online,senang
waduh,senang
assalamualaikum,senang
tuhan,unknown
semangat trisya,senang
makasi kembali ka,senang
pantesan ada istilahdek cinta gak enak padaku? si adek bilang cintamu abang trus si babang bilang adek ku kalau kau cinta pada ku usir bapak mu..,senang
pagi,senang
hmm imo,unknown
semangat,senang
kei,senang
semangat terus ya kak,unknown
gua liat lysyn dejun sedih,senang
bismillah,unknown
semangat,unknown
waa enak tuu,senang
pemipin yg penting byak ide bukan diberi ide terus menerus disetir,sedih
bismillah hari ini aku sehat,unknown
semangat kak,senang
enak kalo masak telor ceplok,senang
bismillah,senang
pasti kuatt,senang
oke,senang
aku pake skintific,senang
pagi,senang
aku sangat senang kamu mendapat atensi dari seluruh dunia atas kemampuanmu. dan akhirnya kamu berhasil menempati posisimu untuk debut. senang sekali. melihatmu berjuang dr awal karirmu,senang
yang diharapkan itu pacaran dengan langgeng dan bahagia,senang
aku menemukan kentang goreng yang sangat enak aku akan memberitahu kalian nanti tunggu saja tidak sekarang,senang
semangat 45 biar bisa upgrade vivo y12 yang udah ngeleg,senang
met pagi ya,senang
pagii semangat kegiatan hari ini,unknown
diliat2 jaehyun kalo deket jungwoo tuh bawaannya ketawa bahagia terus. jungwoo lagi diem aja,senang
bagaimana yang aku rasa. tak jauh beda denganmu! intinya,senang
happy saturdayy,senang
kemarin sedih sedihan,senang
yang semangat,senang
semangat pagi,senang
sama aku juga gitu kak sender,unknown
aamiin,senang
aamiin semangat yaa,senang
di saat senang ataupun susah,senang
sepanjang perjalanan hidup ini,unknown
bisa jadi tuh,unknown
semoga cepat sembuh pak,unknown
sama samaa,senang
pagi juga om,senang
pagi bang,senang
bersyukur sekali karena berkatmu aku juga bahagia dan merasa nyaman. inget taehyun tuh bawaannya happy,senang
hahaha,unknown
memulai pagi dengan bismillah.... mari kita memulai ikhtiar kembali.,unknown
lucu banget noona kolaborasi twibbon yaah? makasih banyak ya noona! have a nice day,senang
janlup sarapan,senang
pagii semangat kegiatan hari ini,unknown
streaming nya enjoy sih,senang
allahumma sholli ala sayyidina muhammad semoga hari ini penuh keberkahan untuk kita semua,senang
kabar gembira untuk kita semua,unknown
morning moots semangat,senang
ya udah,senang
buat hari ini ya!! u deserve to be happy. anw,senang
hei semangat! aku juga tiap bulan dulunya tebus obat sama konsul psikiater,unknown
woo,senang
enak nih,senang
finally jimin my angel,senang
ihh enak banget,senang
done bismillah makasih banyak buat ganya semoga banyak hal baik yg dateng ke kamu,unknown
maksud ak tp itunya yg gua melaka ga enak bgt bestiee,senang
have a nice weekend chii,senang
selamat ulangtahun bo,senang
kuuyy kak,unknown
haalooww bocil sunuu,unknown
best class ever pokoknya. susah,senang
semangat buat hari ini ya!! u deserve to be happy. anw,senang
kak,unknown
10000?0 sihh enak didenger gituu,senang
halo,unknown
yukk,senang
masih lemes,senang
semangat ya,senang
pagii,senang
semangat dungs,senang
happy birthday uri maknae semoga bahagia dan sehat selalu ya,senang
semangat buat hari ini ya!! u deserve to be happy. anw,senang
semangat buat hari ini ya!! u deserve to be happy. anw,senang
semakin didengerin suara gue makin ga enak,unknown
assiikk udah hari sabtu aja nih.. yg masuk kerja tetep semangat yaa.. indihome selalu mendukung aktivitas onlinemu,senang
iyaa. gorengan nanas tepung,senang
semangat buat hari ini ya!! u deserve to be happy. anw,senang
semangat ngerjainnya,senang
halo semuanya,senang
enak banget kerja gak ada bos sambil dengerin lagu jeketi,senang
halo pahari samandiai,unknown
alhamdulilah aa,senang
gataww y gw happy pagi keekk ngalir aja,senang
semangat buat hari ini ya!! u deserve to be happy. anw,senang
terima kasih buat pemilik akun cantik,unknown
bukan cuma orangtua yg memotivasi hidupku,unknown
semangat buat hari ini ya!! u deserve to be happy. anw,senang
alhamdulillah,senang
oalah,senang
jangan melihat masa lalu lebih baik dari saat ini,senang
semangat buat kamu yang lagi latihan,senang
semangat buat hari ini ya!! u deserve to be happy. anw,senang
mas put sakit apa? tetap jaga kesehatan dan jangan lupa bahagia,senang
ditungguu,senang
semangat buat hari ini ya!! u deserve to be happy. anw,senang
happy birthday vale,senang
yakan,senang
ra,senang
jelek bgt sabtu mu semangat ya,senang
semangat buat hari ini ya!! u deserve to be happy. anw,senang
happy birthday tamaa,senang
bangun pagi dengan perasaan bahagia inget kalo kemaren mark rilis child,unknown
haloo my lovely jejee,unknown
agan- agan udah pada nyobain belum nih pempek kapal selamnya joeragan?dibuat dari 100% ikan tenggiri segar,senang
have a nice day teh,senang
pesan semangat mangkalnya,senang
pagi nder,senang
carasun ini enak juga ya jadi sunscreen,unknown
hello to you. memang kadang perasaan gak tenang itu suka nyamperin sih,unknown
pagii,senang
happy birthday ~ maknae on top nya dreamis,unknown
selamat pagi mots,unknown
happy b'day dedek jiee. adek nuna udah gede. ttap jd maknae yg sabar menghadapi kelakuan abang2ny yah. nuna syang jisung. bahagia terus yh. tenang aja,unknown
haloo cici,unknown
jangan jadiin beban,senang
semangat,senang
hii kak,unknown
semoga bisa jadi perempuan yang mandiri,unknown
seringan apapun masalah,unknown
hey km tetep semangat yaa semoga cepet pulih. jgn lupa istirahat yg cukup,senang
wkwk benerr daripada bilang semangat,senang
selamat pgi jga pak suryo,unknown
happy birthday,senang
hii amaraa,unknown
selamat pagi,senang
saya jual sale pisang 8k,marah
yuk kak tamatin,senang
ututu semangat bum,senang
semangat bitt!! good luck,unknown
aamiin allahumma aamiin,senang
jago juga middlesbrough,senang
telor dikocok,unknown
jeyop kamu itu ceriminan diriku. terus hidup bahagia ya sampai akhir hayat kita. jangan sampai sakit,unknown
tersenyumlah mi_christychibi,sedih
2 kali ngekos km luar. yg dulu gak enak,unknown
alhamdulillah selamat senderr,senang
selamat pagi! semangat nge ba nyaa,senang
hii ayaa,unknown
makasii,senang
semangat ka fiony~~ sehat selaluu,senang
nelayan sejahtera,senang
mensyukuri hari ini,senang
"isi kepala gue""why why why kill my night""",unknown
good pagi pagi on this partly cloudy saturday dipagi ini,senang
semangat dhii,senang
pertemuan petama setelah 4thn tidak bertemu,unknown
